Date,Reviews,Source,Rating,Designation,Employee Status
2017-06-12,"A nice place to work at. Handled four south zones in Purchase field. Handling Purchase order,making Purchase order,Forwarding invoices to accounts department and Interacting with Accounts for payment of Vendors. The hardest part of the job was handling an old Vendor pending payments.",Indeed,4.0,Project Co-ordinator,Former Employee
2017-05-23,Its not a good place to work. The  work life balance is not good. It has non-flexible work hours. Lot of differentiation between employees and contractors.,Indeed,3.0,Project Leader,Former Employee
,Motorola is one of the best company each individual need to work along. This is one of the company which takes care of employee benefits and provide growth to each one of them on time.,Indeed,5.0,Sr.Engineer - Materials,Former Employee
2020-06-07,One of the best place for work in my entire job carrier. Great support from seniors. Best team. Had great experiences in channel sales. I would really work again if they come again in business.,Indeed,5.0,Area Sales Manager,Former Employee
2017-04-25,"Any Project naturally becomes superb learning,and same thing happens there,association with other team mates were given knowledge,positivity and willingness to move ahead.",Indeed,3.0,Structural Engineer,Former Employee
2017-04-19,The workplace was challenging and productive. Got the opportunity to interact with technical experts and learn a lot as well as contribute to the company. Very satisfying.,Indeed,5.0,Software Engineer,Former Employee
2017-03-20,"Very professional culture & one can learn a lot there. Nokia is doing pretty good now compared to its competitors & I am sure with the launch of their new phones, It will certainly become a desired company for lot many people.",Indeed,4.0,Pricing Manager / Project Controller,Former Employee
2017-03-07,"Great place to work, good work life balance, great benefits, good pay. Lot of learning, good culture, i enjoyed working here.Good support from team and management",Indeed,5.0,Program Manager,Former Employee
2017-03-05,"Morotola - deputed from Integra micro system was the place where I could learn about the Wireless projects, I got to learn and work in PDC, CDMA and SMAP projects.",Indeed,4.0,Senior Software Engineer,Former Employee
2017-02-10,"In Motorola, I worked as a service engineer and technician for Mobile and pager servicing. Sometimes the company also send me to customers desk for customer's support.",Indeed,5.0,Service Engineer mobile & pager,Former Employee
2017-02-08,"good learing experiencework culture was goodtoo many department to report managment was not too flexibleoverall i liked the place to work",Indeed,4.0,Facilities Coordinator,Former Employee
2017-01-07,Motorola proved to be a turning point in  my career and unfortunately Company winded up the business resulted us to look other option.,Indeed,5.0,Program Manager,Former Employee
2016-12-22,My dream company with excellent work culture and talent.  It was the best working environment people can work in. It knew how to retain talent and grow talent.,Indeed,5.0,Senior Engineering Manager,Former Employee
2016-09-20,"Stands by employee wellness program and makes everyone feel great when working for the organization ........ Learning and international exposure is great here",Indeed,5.0,Technical Lead,Former Employee
2016-09-17,Selected as a best candidate by the company. recognition is there. Learned how to finish a job smartly to save time & energy.,Indeed,3.0,Moto Agent,Former Employee
2016-09-08,Great place to learn a variety of new things with focus on coding quality. Good high level management with a vision to grow.,Indeed,4.0,INTERNSHIP,Former Employee
2016-06-27,"1.	Responsible for Integrated Marketing Communications and all ATL and BTL communications2.	Enterprise wide planning by managing Regional Marketing Budget, Planning and Execution  3.	To track and analyze Primary, Secondary and Tertiary sales4.	Conduct periodic sales’ promotion activities for distributors to enhance sales5.	Short listing, sourcing, contracting and empanelling vendors as per company norms6.	Planning  and executing Dealer Meets, Road Shows, Training Programs for ISD.7.	Travel arrangement for the North India sales team.",Indeed,5.0,Marketing & Sales Executive,Former Employee
2016-05-01,"It is very nice company and the work culture is very good, It is very helpful to learn the new things. Management is also nice ,Good salary",Indeed,4.0,Associate Functional Consultant,Current Employee
2016-04-08,Same as for GE as both were the client of Igate. This was my first project in IT career.Learned alot about cooperate world.EVeryone was helpful at work.,Indeed,4.0,Software Engineer,Former Employee
2016-03-18,working at Motorola provided me insights to work with the latest technologies and to work with some of the great minds in the industry.,Indeed,5.0,Software Engineer,Former Employee
2016-03-02,"Day used to start very interestingDaily Briefing by the Logistics & Supply chain HeadIssues used come outquestions were asked how to solve the pending issuesRemedies were given to solve the problemSelf Initiatives were taken then and there itself to solve the problemBoldly we can meet any Senior Management Team to discuss further plansFreedom was given to us to work in proper and efficient mannerKPI as per given was very interesting and achievable.Quarter Prizes were given on job completionEach and individual staff recognition was givenNobody was led down The working environment was friendly atmosphereWe were ask to take decisions and plan the operations accordingly",Indeed,5.0,Asst. Stores In-charge for Motorola PPG,Former Employee
2016-02-09,"A fun and great place to work. Peers were great and were most supportive. Encouragement towards taking bold steps, open minded atmosphere with ideas flowing in and out of every one.",Indeed,5.0,Software Engineer,Former Employee
2016-02-03,"learned so many new things, here we implement the new project and also supporting.in this my job designation is SAP MM FUNCTIONAL CONSULTANT",Indeed,4.0,SAP MM Functional Consultant,Current Employee
2016-01-04,"Motorola is a good company to work.Flexible work hours and nice people.Push for innovation and agile work culture.Works on latest cdma technologies.Management was customer focused.",Indeed,5.0,Test Analyst,Former Employee
2020-06-07,One of the best place for work in my entire job carrier. Great support from seniors. Best team. Had great experiences in channel sales. I would really work again if they come again in business.,Indeed,5.0,Area Sales Manager,Former Employee
2015-10-19,Good work place to learn and implement .Very friendly  co-workers and encouraging leardship.flexible timing and  no policing on work..,Indeed,5.0,lead engineer RF,Former Employee
2015-09-22,"Motorola had a good work life balance, great colleagues to work with. But now it is not really doing great.Great learning and personally you can grow and develop.",Indeed,2.0,Senior Software Engineer,Former Employee
2015-05-08,"very good pay packages, friendly and productive working environment, very good managers, good work life balance, good facilities, employee friendly company.",Indeed,4.0,Software Engineer,Former Employee
2015-03-12,My first company and it taught me a lot about professionalism. Good learning and excellent leadership from the team leaders.,Indeed,4.0,"Module Lead, Automation",Former Employee
2015-02-23,"That time i changed my platform from test engineer to weblogic admin, my manager and also my team was helped me a lot. I am so happy that time",Indeed,5.0,Weblogic Admin,Former Employee
2015-01-29,"Work never stops or ends here. I have learned to be patient and to make efforts continuously. Management is supportive. Co-workers are really supportive. Hardest part of the job is no Family life which already takes 50% out of your hard work as mind is continuously in worrying state about the family. Most enjoyable part of this job is staying in 5 star hotels and enjoying the food, but being a vegetarian I have less options.",Indeed,4.0,Technical trainer APAC region,Current Employee
2015-01-29,"A great environment to work.Learned a lot about PLM and how to write PX and SDK'sHad experience on manual testing and also how to do defect tracking and analysis.Through production support learnt interaction with clients and how to resolve issues quickly.Be proactive and always ready to take up challenges.",Indeed,4.0,Production Support Executive / Developer,Former Employee
2015-01-11,"Got a chance to work with Roll out and support projects.Worked with change request management.",Indeed,5.0,FICO Consultant (Roll-Out & Support),Roll-Out & Support
2015-01-02,A company where i am lucky to get managers who guided me to become a leader. An average work life balance. Management is transparent on sharing information. Co-workers are helpful at all times.,Indeed,3.0,"Senior QA Tester, Software Solutions Group",Former Employee
2014-11-28,"During work, the day remains fully busy. I have learned lot about working of BTS and BSC during my job. It included maintainance of BSS equipments, alarms clearing and monitoring, timely PMs of the sites, ensuring everything fine at the sites etc. My co-workers and my management have supported well in my job. My managers always encouraged me to give my best in my assignments and I never saddened them. Hardest part of my job was to work at the sites during nights all alone in far flung areas and the most enjoyable part of my job was when I used to be with my co-workers.",Indeed,3.0,BSS Senior Engineer,Current Employee
2014-11-02,Nice workplace and exposure as an intern. Lots to learn and look up to from seniors.,Indeed,4.0,Software Developer (Internship),Internship
2014-10-30,"Excellent Place to workBest processesVery respectful and fair cultureFocus on technology rather than politicsLess salary, less bonus",Indeed,4.0,Engineering Manager,Former Employee
2014-10-16,Very good and fun place to work.Management people are very supportive.,Indeed,3.0,ETL Developer,Former Employee
2014-09-02,Motorola was re-aligning its product lines after the sale out to Google. No clear approach was a real breaker for me. India was not a priority for their business. I was tasked with educating the channels and solution providers on the new Wi-Fi product lines which were introduced after the take over of Symbol. Small team but hectic travelling across the northern and eastern part of the country.,Indeed,3.0,Regional Manager,Former Employee
2014-08-20,Good work place management is good and my manager very help full.,Indeed,5.0,Sales Coordinator,Former Employee
2014-08-02,"1) Had good exposure to Telecommunication2) Managed a team and provided solution at various situation2) Followed Agile process.",Indeed,5.0,Module Leader,Former Employee
2014-07-21,"Motorola is a telecommunications equipment based company where many technology based work also finds a corner. Webpages , dashboards, reports are created to describe the number of mobile sold allover the globe. I created dashboards on Tableau. Worked on SQL to fetch data from provider.",Indeed,4.0,Team Member Operations,Former Employee
2014-07-21,"a lot of politics & very minimal chances for career growth, a lot of flexibility, good people",Indeed,2.0,Software Engineer,Former Employee
2014-07-16,It was just a college days fun & a part time job which i did for my pocket money,Indeed,5.0,Sales Promoter,Former Employee
2014-05-20,"Great work environmentGood compensationExcellent Training and Skill development Program",Indeed,5.0,SAP Security Analyst,Former Employee
2020-06-07,One of the best place for work in my entire job carrier. Great support from seniors. Best team. Had great experiences in channel sales. I would really work again if they come again in business.,Indeed,5.0,Area Sales Manager,Former Employee
2014-04-29,"A place where i learnt how to survive, face issues, over coming it. Co-operative management Co-workers were like my own family members Resolving escalations Spending time with co-workers",Indeed,4.0,IT Help Desk Executive,Current Employee
2014-04-27,"My experience with Motorola Solutions has been a great one!The management has been motivating and inspiring thru out and the company really takes care of the employees. Working here is fun and refreshing. One gets to learn about the latest technologies and in my case newest and most updated techniques in Marketing and communications.",Indeed,5.0,Marketing Executive,Current Employee
2014-03-29,"Cool and Enjoyable atmosphere to work.I learned Time Management.Co-workers are fruitful objects in helping and correcting nature.Challenging ""Live Technical Issues"" was my hardest part of the job.Working in a team as a whole is the most enjoyable part of the job.",Indeed,4.0,Software Engineer,Current Employee
2014-02-28,It is one of the best companies to work as part of your learning and experience in technical field. People are helpful and a lot of focus is on innovation to  make product better and more useful,Indeed,5.0,Software Engineer,Former Employee
2014-02-25,Excellent company and great values to work. And have huge respect towards employees.,Indeed,5.0,Senior Software Engineer,Former Employee
2014-02-12,"Productive Good people to work with Good work-life balance",Indeed,3.0,Lead Engineer,Current Employee
,"AVERAGE Co. you dont get much scope to Excel. there is no job security,. you will be asked to leave, when the internal people asks to.",Indeed,2.0,Sr. Executive- Operations,Current Employee
2014-02-05,"Most enjoyable part of the job is innovation. Innovation gives energy, learning about new things and working for the next generation products awesome.",Indeed,5.0,Senior Electrical Engineer,Former Employee
2014-01-30,"Gud to work .But there is no job security , which really depresses us",Indeed,2.0,Internship,Former Employee
2014-01-19,"Good work, life balance. Good encouragement to try out new ideas. In 5 five years at Motorola Solutions, I learnt a great deal programming in C/C++ in the Unix environment.",Indeed,3.0,Lead software engineer,Current Employee
2014-01-11,"co ordination with clinets , consultants and all the contarctors to complete the project as per the agreed schedule ,cost and time",Indeed,3.0,Project Manager,Former Employee
2013-12-20,Infosys is a great place to start your career as the amount of training you get will make it a smooth transition from your college period.,Indeed,4.0,Software Engineer,Former Employee
2013-12-20,"Part of the Winphoria group, the amount of knowledge I gained while working for Motorola was vast.Startup mode to begin with the responsibility assumed by each individual was appreciable.Dedication and hard work was a very common criteria displayed by each member of the team.",Indeed,4.0,Technical Architect/System Engineer,Former Employee
2013-10-29,"Learnt to be Independent workMultiTasking.Supporting.Had no time for personal life, was the hardest.More of a family atmospher.",Indeed,5.0,Office Administrator,Former Employee
2013-10-07,"I  learned lot like LTE system testing.management is very good. co-workers are very cooperative.",Indeed,4.0,Lead Engineer -RF Testing,Current Employee
2013-09-17,"Unix adminFor Customs and Excise project of Message Exchange server across 3 location in Delhi The project consists of implementation of MES developed by NIC on SUN 220R server running SUN cluster2.2, oracle database attached on WAN via Nortel connectivity 600 firewall connected to gateway using CISCO 2600/2500 router on 2Mbps and 64 Kbps leased line.",Indeed,3.0,Sr. Customer Service Engineer,Former Employee
2013-09-13,A typical day at work will come in morning test some products and go. the work life balance is good.,Indeed,4.0,Software engineer,Current Employee
2013-09-05,This is the dream company for any employee.Nothing to criticise.,Indeed,5.0,Sr.RF Consultant,Former Employee
2013-09-04,"•	Managed the team of Motorola Promoters and appointed new dealers•	Delivered training to Motorola Promoter Team and Dealer Staff Members •	Took part in Brand Promotion Activity like Trade Shows",Indeed,5.0,Relationship Manager,Former Employee
2013-08-11,Very Good Company to work for...had lot of learning opportunities here...,Indeed,4.0,CCU Assistant,Former Employee
2020-06-07,One of the best place for work in my entire job carrier. Great support from seniors. Best team. Had great experiences in channel sales. I would really work again if they come again in business.,Indeed,5.0,Area Sales Manager,Former Employee
2013-07-29,Learned the new technologies on the job and applied in the Project.,Indeed,4.0,AR Invoice Printing development,Former Employee
2013-07-20,i have developed my knowledge in handheld device application using .net. ,Indeed,5.0,Good,Former Employee
2013-07-13,Awesome place to work. Motorola Bangalore is resposible for developing Software for Motorola USA phones.,Indeed,5.0,Senior Software Engineer,Current Employee
2013-06-08,"Its a best place to work, good work/life balance and well well cultured work place",Indeed,5.0,R&D Engineer,Former Employee
2013-06-05,"I enjoyed very much to work in Motorola , it was great experience to work with Motorola .",Indeed,4.0,Field test engineer,Former Employee
2013-04-03,Very hard measures for Quality product.Very InnovativeStandard Structure of development,Indeed,4.0,Technical Architect,Former Employee
2013-02-04,I really liked working at Motorola. The work schedule was very flexible. The managers actually mentored me. I liked the work and the environment.,Indeed,5.0,Software Developer,Former Employee
2012-12-19,"i taking wolk round, i learned everything here,i can manage all things related to customers,",Indeed,4.0,facility coordinator,Former Employee
2012-10-28,Day to day working of facilities related workLearned more about Admin and Facilities,Indeed,4.0,Senior Executive Facilities,Former Employee
,"Motorola, has a very good working culture, it is enjoyable to learn on new techonologies.",Indeed,5.0,Analyst - Business Operations,Former Employee
2012-08-13,Nice Place To work & good Work environmentI have learned so many concepts in Dot Net (in short time),Indeed,4.0,SoftwareTrainee,Current Employee
2012-07-24,Productive and good work culture.enjoyed the role in which I have got many friends.Management team and the technical friends were real friendly,Indeed,4.0,ClearCase/ClearQuest Administrator,Current Employee
2012-07-04,If you are interested to work in telecom domain it is a nice place to work,Indeed,4.0,Software Engineer E06,Current Employee
2012-04-19,"The one great thing to mention about Motorola is the team that i have worked with. The team and the management is very proactive, supportive, informative, talented and on top of everything they have lots of fun activities.I still wish & hope at some corner of my heart that Motorola should bounce back in the mobile division.",Indeed,4.0,Software Engineer,Former Employee
2012-03-06,Motorola has a rich product line-up that really motivates and kindles learning and development.,Indeed,4.0,Software Engineer,Former Employee
2011-11-23,In motorola work culture is very good. all people are very productive and helpful.,Indeed,4.0,Trainee software developer,Current Employee
2011-11-16,"I worked as service centre incharge from 2005 to 2010, now finding jobs in same company",Indeed,3.0,Service Engineer,Former Employee
